0.01,0.0012580216504715633,501
0.01,0.0012461589108109493,498
0.01,0.001227718508530904,500
0.01,0.0012349525482717371,500
0.01,0.001268040276095141,502
0.02,0.0008851325606887996,272
0.02,0.0008740902387433143,251
0.02,0.0009881008499484755,261
0.02,0.0009628667729610465,260
0.02,0.0010220499828516394,256
0.03,0.000952858255128374,192
0.03,0.000999277871858067,190
0.03,0.000776756383339488,175
0.03,0.0010069426690542138,185
0.03,0.0010316299350394762,185
0.05,0.0016025826283368291,138
0.05,0.0016593469309305279,142
0.05,0.0016231659807269655,141
0.05,0.0016733798243320798,142
0.05,0.0016485711034411495,141
0.07,0.002786606066098673,117
0.07,0.0028315138509689823,119
0.07,0.00281310162764843,119
0.07,0.0028171361009775167,117
0.07,0.002768596064442438,119
0.09,0.004443859641070415,95
0.09,0.00447543250576518,97
0.09,0.0043815991108445505,97
0.09,0.004410028931345254,98
0.09,0.004417243036899353,96
0.11,0.006245412912122433,88
0.11,0.006261612138823964,87
0.11,0.0063527977586919195,86
0.11,0.006458318978072077,90
0.11,0.006191237014473893,89
0.13,0.008627055128246972,91
0.13,0.00868510726801224,91
0.13,0.008321177813903105,90
0.13,0.008654617592998293,90
0.13,0.008743776867710738,91
0.15,0.011059492109664204,90
0.15,0.01095979347566014,88
0.15,0.010673582079109891,85
0.15,0.010726307931788751,85
0.15,0.011163549881920028,81
0.17,0.014133988285082921,80
0.17,0.014200263778384781,77
0.17,0.013889825981158472,77
0.17,0.013787452722928228,76
0.17,0.013490600950848136,77
0.19,0.016779912668061225,75
0.19,0.016773445155849134,75
0.19,0.016654602733130904,74
0.19,0.016553956340928,76
0.19,0.016791065491964678,75
